time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-11-29T13:16:17.830Z,38.1418,-118.0167,5.2,0.5,ml,10,121.97,0.023,0.15,nn,nn00786658,2020-11-29T13:24:43.853Z,"28 km SSE of Mina, Nevada",earthquake,,7.5,,,automatic,nn,nn
2020-11-29T13:12:03.060Z,17.8763,-66.8435,14,2.31,md,14,238,0.105,0.12,pr,pr2020334007,2020-11-29T13:24:23.193Z,"Puerto Rico region",earthquake,0.69,0.54,0.11,10,reviewed,pr,pr
2020-11-29T13:10:36.742Z,66.3978,-157.7354,14.9,1.4,ml,,,,1.11,ak,ak020fclarpr,2020-11-29T13:42:03.987Z,"60 km SSW of Shungnak, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-11-29T13:01:02.145Z,61.3789,-148.6826,30.7,1.6,ml,,,,1.01,ak,ak020fcl8rnr,2020-11-29T13:04:39.710Z,"15 km SE of Knik River, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-11-29T12:57:53.820Z,36.9609985,-121.5958328,7.26,1.78,md,19,59,0.01242,0.11,nc,nc73488721,2020-11-29T14:03:07.283Z,"6km SSW of Gilroy, CA",earthquake,0.32,0.62,0.21,21,automatic,nc,nc
2020-11-29T12:49:31.268Z,61.8559,-150.9364,59.9,1.6,ml,,,,0.5,ak,ak020fckxop8,2020-11-29T12:57:58.844Z,"28 km ESE of Skwentna, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-11-29T12:49:04.510Z,19.162166595459,-155.470504760742,31.0400009155273,1.84000003,md,39,96,,0.129999995,hv,hv72250767,2020-11-29T12:52:16.570Z,"4 km S of Pāhala, Hawaii",earthquake,0.7,1.07000005,1.82000005,6,automatic,hv,hv
2020-11-29T12:46:29.790Z,17.9683,-66.9035,16,2.46,md,15,184,0.0252,0.1,pr,pr2020334008,2020-11-29T13:26:59.537Z,"0 km SE of Guánica, Puerto Rico",earthquake,0.43,0.47,0.23,8,reviewed,pr,pr
2020-11-29T12:43:32.343Z,61.9976,-149.9961,33,2,ml,,,,0.73,ak,ak020fckwegx,2020-11-29T12:57:58.705Z,"19 km SSW of Susitna North, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-11-29T12:43:23.950Z,38.8086662,-122.8243332,2.27,0.56,md,9,118,0.003791,0.02,nc,nc73488711,2020-11-29T13:12:04.937Z,"7km WNW of The Geysers, CA",earthquake,0.51,0.94,,1,automatic,nc,nc
2020-11-29T12:24:14.040Z,38.1563,-117.909,9.1,0.6,ml,11,93.24,0.01,0.09,nn,nn00786654,2020-11-29T12:45:43.837Z,"Nevada",earthquake,,6.5,,,automatic,nn,nn
2020-11-29T12:12:24.071Z,36.86649704,-97.44509125,3.977204323,1.43,ml,11,129.8777771,0.1484418362,0.1770313337,ok,ok2020xlir,2020-11-29T14:18:03.800Z,"6 km N of Nardin, Oklahoma",earthquake,4.699715881,3.214911641,,8,automatic,ok,ok
2020-11-29T11:51:00.290Z,33.495,-116.5003333,14.4,0.14,ml,20,59,0.06739,0.15,ci,ci39479863,2020-11-29T20:36:19.643Z,"17km ESE of Anza, CA",earthquake,0.28,0.55,0.129,3,reviewed,ci,ci
2020-11-29T11:46:09.020Z,36.1511667,-117.8553333,8.46,0.8,ml,7,287,0.03352,0.18,ci,ci39479855,2020-11-29T11:49:50.152Z,"14km NE of Coso Junction, CA",earthquake,1.5,0.79,0.193,4,automatic,ci,ci
2020-11-29T11:36:17.540Z,37.5525,-118.844,-1.16,0.25,md,9,300,0.03929,0.04,nc,nc73488706,2020-11-29T17:18:04.530Z,"14km W of Toms Place, CA",earthquake,0.82,0.54,0.148,8,reviewed,nc,nc
2020-11-29T11:30:23.860Z,33.3351667,-116.3493333,12.83,0.65,ml,21,158,0.04292,0.17,ci,ci39479847,2020-11-29T20:03:28.618Z,"9km NNE of Borrego Springs, CA",earthquake,0.36,0.61,0.165,11,reviewed,ci,ci
2020-11-29T11:30:21.460Z,38.1615,-117.8568,7.4,1.3,ml,14,100.34,0.015,0.11,nn,nn00786651,2020-11-29T12:25:44.946Z,"33 km SE of Mina, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-11-29T11:24:21.490Z,33.371,-116.3113333,10.28,0.77,ml,30,47,0.008728,0.2,ci,ci39479839,2020-11-29T11:28:06.415Z,"14km NNE of Borrego Springs, CA",earthquake,0.31,0.56,0.165,15,automatic,ci,ci
2020-11-29T11:22:28.810Z,44.3786667,-115.1978333,10.2,1.77,ml,8,76,0.236,0.26,mb,mb80478019,2020-11-29T15:23:05.210Z,"27 km NW of Stanley, Idaho",earthquake,0.67,1.02,0.192,6,reviewed,mb,mb
2020-11-29T11:03:45.940Z,36.5789986,-120.6750031,7.42,2.06,md,11,171,0.1267,0.36,nc,nc73488696,2020-11-29T12:10:06.514Z,"18km N of New Idria, CA",earthquake,2.09,2.86,0.08,6,automatic,nc,nc
2020-11-29T10:58:25.140Z,38.1707,-117.7843,12.5,0.5,ml,10,83.17,0.065,0.05,nn,nn00786647,2020-11-29T11:10:43.270Z,"37 km SE of Mina, Nevada",earthquake,,9,,,automatic,nn,nn
2020-11-29T10:53:32.500Z,37.5996666,-121.7156677,5.28,1.04,md,9,142,0.03972,0.04,nc,nc73488686,2020-11-29T11:55:05.418Z,"10km SSE of Livermore, CA",earthquake,0.42,0.69,0.22,7,automatic,nc,nc
2020-11-29T10:52:00.250Z,17.9195,-66.9613,14,1.72,md,8,240,0.0968,0.1,pr,pr2020334006,2020-11-29T11:03:08.193Z,"8 km SW of Guánica, Puerto Rico",earthquake,1.32,0.84,0.19,2,reviewed,pr,pr
2020-11-29T10:44:30.320Z,38.1762,-117.7797,12,1.1,ml,14,67.79,0.056,0.08,nn,nn00786645,2020-11-29T11:00:04.853Z,"37 km SE of Mina, Nevada",earthquake,,1,,,automatic,nn,nn
2020-11-29T10:44:09.996Z,31.1459,-103.2214,5,2.4,ml,,96,0.242,0.55,us,us7000ckv2,2020-11-29T11:14:18.040Z,"18 km SW of Coyanosa, Texas",earthquake,1.5,1.5,0.077,48,reviewed,us,us
2020-11-29T10:37:10.253Z,-5.1717,-78.8497,69.53,4.7,mb,,139,4.426,0.91,us,us7000ckuz,2020-11-29T12:48:12.714Z,"17 km E of San Ignacio, Peru",earthquake,6.3,7.7,0.036,235,reviewed,us,us
2020-11-29T10:33:46.710Z,33.9265,-116.6153333,13.64,1.64,ml,49,40,0.03249,0.22,ci,ci39479831,2020-11-29T10:44:25.080Z,"7km WNW of Garnet, CA",earthquake,0.25,0.65,0.153,25,automatic,ci,ci
2020-11-29T10:32:00.310Z,35.6678333,-117.485,3.9,1.27,ml,17,108,0.08325,0.12,ci,ci39479823,2020-11-29T20:03:45.300Z,"13km SSW of Searles Valley, CA",earthquake,0.31,0.69,0.206,18,reviewed,ci,ci
2020-11-29T10:28:34.470Z,33.8013333,-117.7703333,10.36,1.18,ml,40,83,0.03143,0.19,ci,ci39479815,2020-11-29T20:03:32.430Z,"4km ESE of Villa Park, CA",earthquake,0.3,0.5,0.105,28,reviewed,ci,ci
2020-11-29T10:22:11.400Z,38.8343315,-122.7906647,1.58,0.81,md,12,99,0.004079,0.02,nc,nc73488676,2020-11-29T11:30:05.257Z,"6km WNW of Cobb, CA",earthquake,0.32,0.46,0.07,2,automatic,nc,nc
2020-11-29T10:20:05.370Z,38.8354988,-122.7916641,1.56,0.56,md,8,80,0.003083,0,nc,nc73488671,2020-11-29T11:05:05.087Z,"6km WNW of Cobb, CA",earthquake,0.38,1.33,,1,automatic,nc,nc
2020-11-29T10:03:38.614Z,38.1566,-117.8765,6,2.4,ml,24,59.64,0.004,0.1157,nn,nn00786642,2020-11-29T17:58:30.343Z,"32 km SE of Mina, Nevada",earthquake,,0.6,0.22,10,reviewed,nn,nn
2020-11-29T10:01:40.450Z,44.2961667,-115.1128333,10,2.11,ml,8,88,0.135,0.21,mb,mb80478009,2020-11-29T15:16:53.480Z,"southern Idaho",earthquake,0.55,0.91,0.252,12,reviewed,mb,mb
2020-11-29T09:55:48.800Z,38.8056679,-122.8235016,2.43,1.92,md,37,56,0.005466,0.05,nc,nc73488661,2020-11-29T10:39:06.913Z,"7km WNW of The Geysers, CA",earthquake,0.2,0.3,0.17,12,automatic,nc,nc
2020-11-29T09:55:05.920Z,35.6831667,-117.5438333,4.67,0.99,ml,16,131,0.1172,0.19,ci,ci39479807,2020-11-29T20:02:18.300Z,"14km ENE of Ridgecrest, CA",earthquake,0.42,0.92,0.131,13,reviewed,ci,ci
2020-11-29T09:54:31.200Z,17.9605,-66.9041,16,2.24,md,13,189,0.0289,0.09,pr,pr2020334005,2020-11-29T10:13:14.641Z,"1 km SSE of Guánica, Puerto Rico",earthquake,0.65,0.48,0.23,11,reviewed,pr,pr
2020-11-29T09:53:56.460Z,34.0105,-116.7516667,20,0.6,ml,22,133,0.05269,0.14,ci,ci39479799,2020-11-29T20:48:11.158Z,"11km NNE of Cabazon, CA",earthquake,0.24,0.54,0.194,5,reviewed,ci,ci
2020-11-29T09:40:08.545Z,64.4678,-148.1982,19.5,1.6,ml,,,,0.71,ak,ak020fcj3eoe,2020-11-29T09:44:06.148Z,"42 km SSW of South Van Horn, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-11-29T09:39:44.870Z,44.3265,-115.1813333,13.24,2.12,ml,9,69,0.192,0.21,mb,mb80478004,2020-11-29T15:29:15.030Z,"22 km WNW of Stanley, Idaho",earthquake,0.57,0.79,0.157,9,reviewed,mb,mb
2020-11-29T09:36:04.460Z,17.9268,-66.9086,12,2.3,md,11,221,0.0565,0.08,pr,pr2020334004,2020-11-29T09:55:38.745Z,"4 km S of Guánica, Puerto Rico",earthquake,0.7,0.38,0.19,10,reviewed,pr,pr
2020-11-29T09:20:38.753Z,31.1558,-103.2535,3.65,3.3,ml,,51,0.243,0.37,us,us7000cktv,2020-11-29T10:21:08.977Z,"20 km WSW of Coyanosa, Texas",earthquake,1.8,5.1,0.059,42,reviewed,us,us
2020-11-29T09:15:55.590Z,46.9218333333333,-121.949333333333,10.74,0.67,ml,9,260,0.05505,0.1,uw,uw61693237,2020-11-29T20:32:27.840Z,"19 km NNE of Ashford, Washington",earthquake,0.67,0.73,0.142988242618607,7,reviewed,uw,uw
2020-11-29T09:12:59.180Z,33.6593333,-115.9848333,6.17,0.73,ml,12,170,0.006028,0.26,ci,ci39479783,2020-11-29T20:01:43.343Z,"13km NE of Mecca, CA",earthquake,1.11,0.78,0.22,13,reviewed,ci,ci
2020-11-29T09:05:43.120Z,33.1811667,-115.6018333,1.58,1.79,ml,36,43,0.01215,0.24,ci,ci39479775,2020-11-29T09:09:34.151Z,"10km SW of Niland, CA",earthquake,0.27,0.4,0.232,26,automatic,ci,ci
2020-11-29T09:02:13.440Z,35.9075,-117.7503333,9.91,0.74,ml,10,68,0.06882,0.21,ci,ci39479767,2020-11-29T20:01:37.624Z,"14km ESE of Little Lake, CA",earthquake,0.61,1.61,0.199,10,reviewed,ci,ci
2020-11-29T09:01:35.421Z,-14.8207,167.2615,111.8,5.5,mww,,32,0.625,0.84,us,us7000cktq,2020-11-29T11:05:44.112Z,"Vanuatu",earthquake,8.5,5.3,0.093,11,reviewed,us,us
2020-11-29T08:57:48.320Z,18.0001,-66.8233,16,1.54,md,11,147,0.0612,0.23,pr,pr2020334003,2020-11-29T09:42:42.762Z,"0 km NNW of Indios, Puerto Rico",earthquake,0.82,0.55,0.3,7,reviewed,pr,pr
2020-11-29T08:55:32.910Z,37.739666,-122.5698318,9.7,1.73,md,24,186,0.09346,0.03,nc,nc73488651,2020-11-29T10:14:03.746Z,"6km W of San Francisco Zoo, CA",earthquake,0.37,0.66,0.13,16,automatic,nc,nc
2020-11-29T08:50:57.872Z,44.2968,-115.1809,12.76,2.5,ml,,102,0.174,0.41,us,us7000cktm,2020-11-29T15:46:07.460Z,"21 km WNW of Stanley, Idaho",earthquake,3.2,7.8,0.074,24,reviewed,us,us
2020-11-29T08:49:13.390Z,38.7985001,-122.737999,1.8,0.64,md,8,107,0.01527,0.02,nc,nc73488641,2020-11-29T09:10:06.303Z,"3km NE of The Geysers, CA",earthquake,0.44,0.89,0.07,2,automatic,nc,nc
2020-11-29T08:44:35.740Z,37.5565,-118.828,3.06,0.89,md,17,234,0.03348,0.1,nc,nc73488636,2020-11-29T16:54:04.376Z,"13km W of Toms Place, CA",earthquake,0.57,0.66,0.245,15,reviewed,nc,nc
2020-11-29T08:38:18.520Z,38.2035,-117.7102,2.9,1,ml,16,111.58,0.033,0.15,nn,nn00786640,2020-11-29T10:04:23.883Z,"40 km ESE of Mina, Nevada",earthquake,,3.4,,,automatic,nn,nn
2020-11-29T08:37:08.632Z,60.2096,-153.125,133.8,2.3,ml,,,,0.47,ak,ak020fcihby2,2020-11-29T09:20:13.203Z,"66 km E of Port Alsworth, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-11-29T08:29:33.310Z,32.8275,-115.4875,5.45,1.39,ml,20,60,0.0408,0.22,ci,ci39479759,2020-11-29T08:33:22.915Z,"8km ENE of El Centro, CA",earthquake,0.45,0.78,0.24,20,automatic,ci,ci
2020-11-29T08:28:48.510Z,32.7726667,-115.4198333,12.95,1.77,ml,18,163,0.0397,0.22,ci,ci39479751,2020-11-29T08:32:45.910Z,"6km SW of Holtville, CA",earthquake,0.81,0.8,0.241,22,automatic,ci,ci
2020-11-29T08:27:04.680Z,35.6405,-117.46,7.77,0.62,ml,10,170,0.05391,0.16,ci,ci39479743,2020-11-29T08:30:49.911Z,"15km SSW of Searles Valley, CA",earthquake,0.82,1.1,0.158,7,automatic,ci,ci
2020-11-29T08:24:39.740Z,35.89,-117.718,8.38,0.34,ml,7,116,0.07969,0.05,ci,ci39479735,2020-11-29T08:28:18.183Z,"18km ESE of Little Lake, CA",earthquake,0.25,0.73,0.073,6,automatic,ci,ci
2020-11-29T08:20:33.500Z,38.223,-117.8417,8.9,0.5,ml,11,111.66,0.016,0.06,nn,nn00786637,2020-11-29T08:32:22.918Z,"29 km SE of Mina, Nevada",earthquake,,7.8,,,automatic,nn,nn
2020-11-29T08:19:34.888Z,-14.4119,167.4503,178.09,4.6,mb,,127,1.056,0.76,us,us7000ckt8,2020-11-29T08:37:39.040Z,"60 km S of Sola, Vanuatu",earthquake,11.4,6.7,0.052,110,reviewed,us,us
2020-11-29T08:17:19.267Z,38.1614,-117.8851,10.9,2.1,ml,26,55.97,0.011,0.1685,nn,nn00786632,2020-11-29T18:11:03.391Z,"32 km SE of Mina, Nevada",earthquake,,0.6,0.25,12,reviewed,nn,nn
2020-11-29T08:12:44.100Z,44.2775,-115.1556667,11.54,1.93,ml,8,68,0.149,0.2,mb,mb80477994,2020-11-29T15:52:54.500Z,"18 km WNW of Stanley, Idaho",earthquake,0.6,0.9,0.328,9,reviewed,mb,mb
2020-11-29T08:07:32.400Z,17.4213,-92.4252,10,4.6,mb,,106,1.166,0.9,us,us7000ckt2,2020-11-29T13:48:23.791Z,"2 km WNW of El Limar, Mexico",earthquake,4.1,1.9,0.032,288,reviewed,us,us
2020-11-29T08:03:54.210Z,19.1728324890137,-155.468994140625,31.1200008392334,2.1400001,md,45,95,,0.100000001,hv,hv72250522,2020-11-29T08:06:59.420Z,"Hawaii region, Hawaii",earthquake,0.55,0.899999976,1.74000001,18,automatic,hv,hv
2020-11-29T08:01:30.830Z,38.1358,-118.0752,1.9,0.9,ml,14,125.81,0.011,0.16,nn,nn00786629,2020-11-29T08:18:03.438Z,"28 km S of Mina, Nevada",earthquake,,14.1,,,automatic,nn,nn
2020-11-29T07:56:59.130Z,46.746,-121.935333333333,1.94,0.33,ml,17,223,0.01404,0.12,uw,uw61693227,2020-11-29T18:21:26.850Z,"7 km E of Ashford, Washington",earthquake,0.44,0.73,0.0549735761177232,4,reviewed,uw,uw
2020-11-29T07:56:41.571Z,61.6652,-146.5187,29.6,2,ml,,,,0.84,ak,ak020fci01h9,2020-11-29T08:01:33.697Z,"38 km SSE of Nelchina, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-11-29T07:53:21.565Z,60.0144,-152.5467,91.2,2.1,ml,,,,0.91,ak,ak020fchzcr2,2020-11-29T08:07:24.602Z,"46 km W of Happy Valley, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-11-29T07:49:49.710Z,38.8233337,-122.8056641,2.72,1.08,md,31,35,0.003445,0.02,nc,nc73488621,2020-11-29T08:58:06.230Z,"7km NW of The Geysers, CA",earthquake,0.19,0.41,0.2,5,automatic,nc,nc
2020-11-29T07:43:46.220Z,38.164,-117.8537,6.5,1.5,ml,13,105.04,0.012,0.08,nn,nn00786625,2020-11-29T08:02:43.885Z,"33 km SE of Mina, Nevada",earthquake,,0.5,,,automatic,nn,nn
2020-11-29T07:40:03.780Z,19.195333480835,-155.462493896484,34.439998626709,2.33,ml,46,110,,0.100000001,hv,hv72250507,2020-11-29T07:54:50.040Z,"1 km ESE of Pāhala, Hawaii",earthquake,0.46,0.629999995,0.26,6,automatic,hv,hv
2020-11-29T07:37:17.360Z,34.4618333,-117.955,8.59,0.97,ml,22,64,0.01287,0.16,ci,ci39479727,2020-11-29T20:01:03.113Z,"6km SW of Pearblossom, CA",earthquake,0.27,0.47,0.217,27,reviewed,ci,ci
2020-11-29T07:29:12.130Z,36.9543,-116.0858,0,0,ml,8,115.42,0.032,0.3,nn,nn00786624,2020-11-29T07:44:42.921Z,"56 km NW of Indian Springs, Nevada",earthquake,,1.8,,,automatic,nn,nn
2020-11-29T07:28:06.718Z,61.3965,-147.2279,14.5,2.4,ml,,,,0.76,ak,ak020fchtyql,2020-11-29T07:38:20.381Z,"Southern Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-11-29T07:22:36.490Z,38.7994995,-122.7898331,2.92,0.82,md,24,60,0.006486,0.02,nc,nc73488616,2020-11-29T07:49:04.829Z,"4km NW of The Geysers, CA",earthquake,0.26,0.47,0.13,3,automatic,nc,nc
2020-11-29T07:21:39.180Z,38.1663,-117.8703,7.6,1.1,ml,13,134.44,0.011,0.12,nn,nn00786621,2020-11-29T07:30:23.714Z,"32 km SE of Mina, Nevada",earthquake,,1.2,,,automatic,nn,nn
2020-11-29T07:17:42.200Z,38.8404999,-122.8768311,2.57,1.95,md,41,70,0.005649,0.04,nc,nc73488611,2020-11-29T08:33:08.080Z,"13km NW of The Geysers, CA",earthquake,0.22,0.29,0.11,13,automatic,nc,nc
2020-11-29T07:11:04.750Z,38.840332,-122.8769989,2.37,0.59,md,14,88,0.005463,0.02,nc,nc73488606,2020-11-29T08:08:04.927Z,"13km NW of The Geysers, CA",earthquake,0.32,0.51,,3,automatic,nc,nc
2020-11-29T07:00:46.230Z,17.9605,-66.8981,15,2.4,md,16,189,0.0239,0.14,pr,pr2020334002,2020-11-29T07:24:42.546Z,"1 km SE of Guánica, Puerto Rico",earthquake,0.62,0.53,0.06,11,reviewed,pr,pr
2020-11-29T07:00:33.440Z,38.7560005,-122.7014999,1.41,1.51,md,12,128,0.01228,0.04,nc,nc73488601,2020-11-29T07:42:04.755Z,"2km SSW of Anderson Springs, CA",earthquake,0.32,0.42,0.14,6,automatic,nc,nc
2020-11-29T06:52:51.960Z,35.9546667,-117.6865,2.51,1.28,ml,17,51,0.03008,0.21,ci,ci39479719,2020-11-29T07:03:58.410Z,"20km E of Little Lake, CA",earthquake,0.31,0.38,0.174,19,automatic,ci,ci
2020-11-29T06:46:57.830Z,38.8349991,-122.8079987,1.85,0.56,md,10,61,0.0117,0.03,nc,nc73488596,2020-11-29T07:17:04.591Z,"8km W of Cobb, CA",earthquake,0.33,0.94,,1,automatic,nc,nc
2020-11-29T06:35:09.230Z,38.1718,-117.8838,7.7,1.3,ml,20,104.5,0.019,0.1,nn,nn00786617,2020-11-29T06:54:03.840Z,"31 km SE of Mina, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-11-29T06:27:16.640Z,35.7016667,-117.5308333,2.57,0.72,ml,10,163,0.1261,0.18,ci,ci39479703,2020-11-29T20:00:19.759Z,"14km WSW of Searles Valley, CA",earthquake,0.5,0.5,0.119,7,reviewed,ci,ci
2020-11-29T06:22:34.170Z,37.5211667,-118.8716667,10.15,0.93,md,20,178,0.07661,0.05,nc,nc73488591,2020-11-29T17:43:05.703Z,"16km SE of Mammoth Lakes, CA",earthquake,0.32,0.81,0.267,15,reviewed,nc,nc
2020-11-29T06:19:14.700Z,33.0078333,-116.0271667,5.74,1.83,ml,51,31,0.1302,0.27,ci,ci39479695,2020-11-29T06:30:31.620Z,"18km SSE of Ocotillo Wells, CA",earthquake,0.31,1.8,0.188,27,automatic,ci,ci
2020-11-29T06:17:30.912Z,59.8895,-141.2343,20.6,3.4,ml,,,,0.8,ak,ak020fch681l,2020-11-29T10:11:37.247Z,"92 km WNW of Yakutat, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2020-11-29T05:44:11.050Z,19.4108,-67.7138,32,3.42,md,15,269,1.0528,0.25,pr,pr2020334001,2020-11-29T07:30:28.040Z,"Mona Passage",earthquake,1.83,15.98,0.12,7,reviewed,pr,pr
2020-11-29T05:41:31.410Z,38.1497,-117.9287,13.6,1.3,ml,10,72.88,0.019,0.07,nn,nn00786614,2020-11-29T06:12:03.120Z,"31 km SSE of Mina, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-11-29T05:36:29.010Z,38.1737,-117.8375,7.5,1.8,ml,26,63.7,0.025,0.1,nn,nn00786610,2020-11-29T05:42:44.870Z,"33 km SE of Mina, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-11-29T05:35:19.318Z,66.2572,-157.4716,2.2,2.2,ml,,,,0.84,ak,ak020fcgomm1,2020-11-29T05:48:27.767Z,"71 km SSW of Shungnak, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-11-29T05:34:16.850Z,38.1712,-117.883,13.5,0.9,ml,17,104.08,0.023,0.06,nn,nn00786606,2020-11-29T05:37:42.775Z,"31 km SE of Mina, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-11-29T05:27:51.390Z,38.8233337,-122.8065033,2.64,1.04,md,26,35,0.00279,0.01,nc,nc73488586,2020-11-29T06:22:04.191Z,"7km NW of The Geysers, CA",earthquake,0.2,0.43,0.09,5,automatic,nc,nc
2020-11-29T05:27:11.750Z,40.8803329,-122.7068329,14,2.17,md,11,130,0.2055,0.11,nc,nc73488581,2020-11-29T11:27:11.674Z,"20km NNW of French Gulch, CA",earthquake,0.42,1.24,0.12,7,automatic,nc,nc
2020-11-29T05:22:32.220Z,35.6651667,-117.4815,1.54,1.96,ml,24,88,0.1693,0.16,ci,ci39479687,2020-11-29T05:26:17.603Z,"13km SSW of Searles Valley, CA",earthquake,0.27,0.6,0.161,26,automatic,ci,ci
2020-11-29T05:03:58.400Z,37.0865,-117.6903,1,1.1,ml,10,253.52,0.155,0.27,nn,nn00786602,2020-11-29T05:23:42.411Z,"53 km E of Big Pine, California",earthquake,,22.9,,,automatic,nn,nn
2020-11-29T05:02:56.200Z,17.9465,-66.9101,15,2.02,md,12,214,0.0421,0.1,pr,pr2020334000,2020-11-29T05:24:06.634Z,"2 km S of Guánica, Puerto Rico",earthquake,0.57,0.56,0.12,8,reviewed,pr,pr
2020-11-29T04:56:15.430Z,19.1961669921875,-155.424499511719,32.0200004577637,1.96000004,md,28,163,,0.119999997,hv,hv72250367,2020-11-29T04:59:25.870Z,"5 km E of Pāhala, Hawaii",earthquake,0.61,1.14999998,0.569999993,7,automatic,hv,hv
2020-11-29T04:49:21.210Z,19.1663341522217,-155.466506958008,31.8299999237061,2.00999999,md,42,96,,0.109999999,hv,hv72250352,2020-11-29T04:52:35.970Z,"4 km SSE of Pāhala, Hawaii",earthquake,0.58,1,0.980000019,12,automatic,hv,hv
2020-11-29T04:26:07.470Z,33.2576667,-117.5471667,14.34,0.84,ml,28,219,0.1325,0.2,ci,ci39479671,2020-11-29T20:57:42.216Z,"16km WNW of Camp Pendleton South, CA",earthquake,0.5,0.74,0.109,12,reviewed,ci,ci
2020-11-29T04:24:28.675Z,27.4463,54.0846,10,4.9,mb,,47,3.135,0.87,us,us7000ckrr,2020-11-29T04:36:24.040Z,"25 km SSW of Gerāsh, Iran",earthquake,7.4,1.9,0.057,95,reviewed,us,us
2020-11-29T04:19:01.030Z,38.8048325,-122.7714996,1.77,1.14,md,25,80,0.01012,0.03,nc,nc73488566,2020-11-29T04:50:04.603Z,"3km NNW of The Geysers, CA",earthquake,0.23,0.35,0.09,5,automatic,nc,nc
2020-11-29T04:13:59.610Z,35.9535,-117.684,1.74,1,ml,13,88,0.02785,0.16,ci,ci39479663,2020-11-29T04:17:37.858Z,"20km E of Little Lake, CA",earthquake,0.32,0.36,0.157,16,automatic,ci,ci
2020-11-29T04:12:34.545Z,60.6027,-151.822,68.1,1.6,ml,,,,0.52,ak,ak020fcfyamh,2020-11-29T04:26:08.278Z,"27 km W of Salamatof, Alaska",earthquake,,1.1,,,automatic,ak,ak
2020-11-29T04:07:36.400Z,35.885,-117.703,8.42,1.04,ml,14,83,0.07592,0.07,ci,ci39479655,2020-11-29T04:11:27.324Z,"19km ESE of Little Lake, CA",earthquake,0.19,0.54,0.244,14,automatic,ci,ci
2020-11-29T04:07:09.100Z,35.8706667,-117.6983333,11.5,0.55,ml,10,81,0.08225,0.24,ci,ci39479647,2020-11-29T04:10:45.223Z,"20km ESE of Little Lake, CA",earthquake,0.75,1.68,0.117,7,automatic,ci,ci
2020-11-29T03:45:48.000Z,36.7197,-117.1277,6.9,1.5,ml,29,104.07,0.262,0.24,nn,nn00786599,2020-11-29T03:52:03.796Z,"38 km NW of Furnace Creek, California",earthquake,,21.6,,,automatic,nn,nn
2020-11-29T03:35:15.280Z,38.147,-118.0995,0.7,1.3,ml,20,129.47,0.035,0.22,nn,nn00786596,2020-11-29T03:46:23.315Z,"27 km S of Mina, Nevada",earthquake,,17,,,automatic,nn,nn
2020-11-29T03:29:51.140Z,38.8310013,-122.7656631,1.04,0.97,md,11,139,0.003361,0.03,nc,nc73488561,2020-11-29T03:58:04.271Z,"4km WNW of Cobb, CA",earthquake,0.36,0.55,0.08,2,automatic,nc,nc
2020-11-29T03:19:36.016Z,60.17,-152.6347,84.7,1.1,ml,,,,0.16,ak,ak020fcfed58,2020-11-29T03:28:21.724Z,"55 km WNW of Ninilchik, Alaska",earthquake,,1.4,,,automatic,ak,ak
2020-11-29T03:17:23.810Z,33.5005,-116.5073333,9.42,0.24,ml,21,68,0.06019,0.21,ci,ci39479631,2020-11-29T03:21:10.757Z,"17km ESE of Anza, CA",earthquake,0.41,0.6,0.137,7,automatic,ci,ci
2020-11-29T03:14:25.972Z,61.9899,-150.8767,2.3,2.1,ml,,,,0.75,ak,ak020fcfd9sd,2020-11-29T03:26:11.359Z,"27 km E of Skwentna, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-11-29T03:13:42.080Z,33.4900017,-116.7821655,4.06,0.86,ml,27,37,0.02699,0.13,ci,ci39479623,2020-11-29T03:17:30.800Z,"9km NE of Aguanga, CA",earthquake,0.3,0.56,0.182,9,automatic,ci,ci
2020-11-29T03:11:50.000Z,38.2188,-117.7465,14.1,0.8,ml,10,145.29,0.048,0.03,nn,nn00786595,2020-11-29T03:36:01.997Z,"36 km ESE of Mina, Nevada",earthquake,,6,,,automatic,nn,nn
2020-11-29T03:10:11.740Z,38.1905,-117.7657,7.8,1,ml,13,92.34,0.054,0.03,nn,nn00786592,2020-11-29T03:13:42.316Z,"37 km SE of Mina, Nevada",earthquake,,5.9,,,automatic,nn,nn
